"","GENENAME","R1A","R1B","R2A","R2B","R2C","R1C","PA","PB","PC","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60"
"1","SNAI2",3.51340161361475,7.3560348447388,15.2127593814831,4.1099682999549,14.8703294170924,8.09959534721757,11.5586287927889,1.11440221766827,3.72536778831931,3.00568712216612,18.2967810677473,12.7704776587394,2.38003803300777,7.91973678165038,20.4976508447116,3.90775974439203,14.3788900921642,14.3788900921642,9.60867418694647,6.65087150926955,102.606718103699,102.606718103699,2.95812757981662,14.223532355988,11.7157178923296,2.28095138612655,17.5619196147507,60.6878802533571,60.6878802533571,23.1143632043708,9.28317079729087,1.95923944216535,3.23283128849822,2.79432523292708,2.79432523292708,2.79432523292708,4.25395694409472,10.2067139126198,13.5194454864239,13.5367576042587,41.0508488021398,6.08877757558712,3.55769655441931,5.87434659661634,3.87104654517558,4.49700299849702,4.49700299849702,14.2820622315011,5.41097408878197,6.17471259399657,7.70372459994638,19.6296348615431,19.6296348615431,19.6296348615431,12.5220486159719,17.3787460619638,17.3787460619638,10.2666251774587,10.2666251774587,15.0032713654738,10.8596237938009,18.1393040604006,9.85986244391556,7.56364694301839,14.8465330357746,2.49216114828496,6.42803893441756,6.83611915880932,6.83611915880932
"2","PTPRN",95.7201327159867,10.3272671309084,5.66583217187452,31.3626715907183,6.9618485354572,20.4053531876944,37.6309204362516,165.694013942783,126.774601959916,46.7330027850045,44.1216655175923,189.901051063675,7.77012416658418,85.1137669252545,28.49101292588,4.88859187147051,232.20990811863,232.20990811863,11.901653254286,0.953909857903203,3.46560688408151,3.46560688408151,1.26776896277855,12.1349079277959,20.2125718788878,64.0621489303544,28.8921903339446,3.14477347915474,3.14477347915474,2.64005905609027,17.8424246058022,45.4678670543889,27.0725988604062,11.9802679526644,11.9802679526644,11.9802679526644,1.19741010278222,23.5655012394309,34.1452661644297,1.7293655089141,48.118565694961,7.03292346547246,7.78903979369907,14.6670384575773,5.79756738393738,38.2768162197653,38.2768162197653,35.0396831450268,29.8525900011778,46.7988501981702,81.0876579025283,10.8455973435923,10.8455973435923,10.8455973435923,72.6631553490201,19.6153929167854,19.6153929167854,43.0202929339114,43.0202929339114,252.71320523307,59.1993651060298,48.908787213476,28.9754819741326,3.3043205079348,58.0878927072348,10.3706060686697,2.78548353824761,39.8539732777505,39.8539732777505
"3","BPIFB2",0.187739017521399,0.259624759226075,2.60628279906228,0.33100415838563,2.99238661781326,0.454714124756074,1.15063273050387,0.0293263741491651,0.252092557104314,0.688048859291039,0.39883991428332,0.239216440293389,0.15750251689022,0,0.667617148991488,0.0934125835312837,0.419056906146863,0.419056906146863,8.24380569448249,0.0529949921057335,0.123771674431483,0.123771674431483,0.0745746448693266,4.9500398948152,0.118340584771006,0.586530356432543,3.33613526731822,0,0,5.90782446118102,0.0212916761405754,0,1.83382827476215,2.24830765867696,2.24830765867696,2.24830765867696,0.252086337427835,0.394009176773925,0.0519978672554766,0.298166467054156,0.112954379565636,0.462438803209148,0.442080636939677,0.489528883051362,0.522141161907404,0.815735427634343,0.815735427634343,0.460711684887131,0.245953367671908,0.586206891835117,3.65331269688179,0.824623930256607,0.824623930256607,0.824623930256607,1.91798984082668,0.849925804832208,0.849925804832208,0.0552960063417884,0.0552960063417884,0,2.7389316648082,0.897783328073819,0.258902296120321,4.87053022845881,0.998645719895155,0.482353770635798,0.107133982240293,0.0601418107813137,0.0601418107813137
"4","HOXA13",0.0804595789377423,0.923110255026045,1.27481223867177,4.1099682999549,1.64886609552976,1.16520494468744,0.104602975500352,0,0.0560205682454032,0.905327446435577,1.19651974284996,1.15927967219104,9.10014542032382,0.131059473928021,0.306743014401494,0.0622750556875225,0.104764226536716,0.104764226536716,0.491352657287036,0.635939905268802,130.579116525214,130.579116525214,0,1.65001329827173,4.78095962474863,13.2077946929995,0.881243278159531,30.8021190441713,30.8021190441713,0.0184619514411907,0.0425833522811508,0.675599807643223,0.52935249168392,3.05127467963302,3.05127467963302,3.05127467963302,3.11956842566946,2.72053955391519,0.103995734510953,0.298166467054156,3.98567596467316,2.19658431524345,0.0210514589018894,1.43093058122706,0.0180048676519794,9.60057849446573,9.60057849446573,0.0511901872096812,0.245953367671908,1.5241379187713,0.555938888655924,6.66869787077082,6.66869787077082,6.66869787077082,1.45502677579955,0.603894650801832,0.603894650801832,3.68640042278589,3.68640042278589,0.177904403543168,14.1511469348424,1.42829165829926,0.129451148060161,0.783104860262005,2.14708829777458,13.1843363973785,0,0.841985350938392,0.841985350938392
"5","MEOX2",1.36781284194162,69.6371298635273,18.8105628106234,16.7984610380707,31.7559396176101,23.218839995357,1.80440132738107,1.31968683671243,9.04732177163261,47.9461415632282,16.0533065499036,57.7983722278104,2.25753607542649,39.6735750362108,5.4672431390384,35.1075626438408,11.7335933721122,11.7335933721122,19.5449168120843,71.1987718940529,275.391975610049,275.391975610049,72.014248728813,30.0344192774019,14.4375513420627,2.38956811879925,31.2841363746633,171.712962487622,171.712962487622,137.633847994077,69.4321558944164,28.9156717671299,27.7342894750111,3.69364829639787,3.69364829639787,3.69364829639787,195.020292792609,14.9911110591603,11.1795414599275,90.4040728108201,59.4140036515246,31.3880337678209,44.144909317262,69.8896620725636,7.94014663452294,0.941233185731934,0.941233185731934,31.1748240106959,1.47572020603145,64.345976493768,13.6602126926884,81.4405764164296,81.4405764164296,81.4405764164296,11.9488562497479,9.88597909831148,9.88597909831148,22.4501785747661,22.4501785747661,12.0381979730877,27.0529566190704,14.5277665815582,46.5808381103144,50.1187110567683,1.74763000981652,5.22549918188781,34.0150393612929,23.896346150442,23.896346150442
"6","LHX2",26.8198596459141,21.0872998882512,18.8955502932015,26.7010021097741,23.8474892705322,19.1263844529196,7.71446944315094,45.5731854278025,30.4191685572539,33.8592464966906,7.92694329638098,54.430940799065,39.7431350952988,3.03309068233419,35.6182770840323,166.990561826091,42.1676011810281,42.1676011810281,28.3892646432509,24.5101838489017,4.57955195396486,4.57955195396486,40.4443157341315,14.3906223102434,9.15956126127585,22.6791737820583,12.7150815848732,8.03895737055451,8.03895737055451,28.1175520449334,46.4158539864544,28.0599120107819,7.44874577583801,41.0797927921119,41.0797927921119,41.0797927921119,22.3726624467204,9.71889302709014,12.150168315363,5.42662970038564,32.3694979155237,75.6280126081627,61.8281347948491,15.7590644274611,35.073482186056,26.814687646852,26.814687646852,33.8623088392041,37.5386327409249,37.7321836044537,39.94818014199,37.4486823979576,37.4486823979576,37.4486823979576,16.8430372228918,5.86001475963259,5.86001475963259,3.37305638684909,3.37305638684909,22.6235099839062,55.2351219069653,24.68904152203,21.1221123251495,18.9664177131749,36.9665357314523,9.40589852739806,24.6943829063875,36.5461736847783,36.5461736847783
"7","IGFBP2",57.1158413005351,570.285832440926,353.837054940701,851.167373498615,240.031666575961,454.362914933965,378.167031659633,21.760462882422,98.5495629888453,1162.15073644042,829.138326805736,909.298492084448,955.795273608472,977.890903322931,458.833418424447,861.995752062764,738.168740177699,738.168740177699,200.854047351,379.735615933633,462.906062373745,462.906062373745,849.75322007102,512.256027258387,169.534721742943,285.531666849976,1258.10067146961,162.549384137767,162.549384137767,640.038932563199,696.429434882081,215.673978593305,292.013520948208,600.844162440999,600.844162440999,600.844162440999,1239.98118301534,391.813982789041,431.478302485945,636.495957220507,1342.20461969858,1015.70829468196,834.374573576386,667.35966383675,259.756225615107,123.552542847079,123.552542847079,961.991593137935,540.605502142853,734.048269955933,186.001268176025,460.01466683293,460.01466683293,460.01466683293,325.374851273115,416.463644367782,416.463644367782,1506.70558080105,1506.70558080105,741.564855435771,366.752560204361,406.655039284346,830.795893058767,400.262084186599,176.743648326111,113.353136099412,453.230311867558,575.176231042224,575.176231042224
"8","GRIA2",123.559066568867,119.71586119869,71.6444478133533,53.5675062987411,83.2371727323707,100.861248377824,13.8860449976717,158.039800963476,170.190486329535,25.2767423044813,75.330888810262,72.2985687625173,274.106880227946,30.124956221455,3.73504729300643,17.8885097462408,96.9592916597304,96.9592916597304,13.757874404037,71.9142042874803,7.17875711702599,7.17875711702599,7.85519592623573,35.7363639663663,41.6085496054856,16.6618067919911,54.7000291943309,4.26939445845512,4.26939445845512,81.7310590301512,104.946671696896,78.5497376353187,15.7482366275966,79.4616163938115,79.4616163938115,79.4616163938115,38.4746772499233,45.8364008980332,12.5488186309884,100.303199517018,46.4887953612283,30.7907169803424,6.63120955409515,34.9071749683548,18.1489065931953,216.128055737068,216.128055737068,71.794237561578,59.1517849250938,162.437929727511,27.1615857029037,94.6166326933559,94.6166326933559,94.6166326933559,113.756638835238,26.2135011385092,26.2135011385092,49.8217017139513,49.8217017139513,63.4229198631393,86.7328360522596,65.1913121180876,75.1679666402665,100.753125314197,178.491278335927,67.6903124792236,16.9807361850864,51.321011866721,51.321011866721
"9","HOXC11",0.0268198596459141,2.68278917866944,4.19271580718714,1.59985343219721,4.73285638531689,2.27357062378037,0,0,0.0280102841227016,0.144852391429692,3.24057430355197,4.23229086672919,7.40261829384034,0.0374455639794344,0.54131120188499,0.171256403140687,7.75255276371696,7.75255276371696,5.78704240804731,0.0529949921057335,1.11394506988334,1.11394506988334,2.48582149564422,1.2114021683514,6.67440898108473,0.847210514847006,1.3218649172393,33.946892523326,33.946892523326,0.886173669177154,0.0425833522811508,1.5313595639913,0.434825261026077,4.14330982813326,4.14330982813326,4.14330982813326,0.157553960892397,3.26464746469823,0.103995734510953,7.75232814340805,0.90363503652509,8.11194733962714,1.19993315740769,0.0188280339635139,0.774209309035116,0.0418325860325304,0.0418325860325304,0.358331310467769,0.184465025753931,2.46206894570749,0.158839682473121,0.0179266071794914,0.0179266071794914,0.0179266071794914,1.12433887220875,0.89465874192864,0.89465874192864,8.0732169259011,8.0732169259011,1.33428302657376,0.0961028654318666,2.468904152203,0.0431503826867202,8.32765168473742,0.632475622600265,0.160784590211933,0.0267834955600732,6.95640278037195,6.95640278037195
"10","POSTN",3.432942034677,620.128161009216,68.8681900491348,91.8536815356921,125.527595696091,85.0884090146131,317.470004492824,3.75377589109313,61.9587204691318,19.6999252344382,91.9824552315906,256.366418935961,2.69504306678821,855.219235726303,174.320250713696,1.30777616943797,21.4766664400267,21.4766664400267,36.5238808583363,923.941189867411,178.602526204629,178.602526204629,10.9376145808346,279.207313560716,58.4365807599226,5.23532651482381,2887.20476304438,1250.53687635315,1250.53687635315,528.270278538231,200.312089130533,32.6089507155796,5.06665956326037,28.1359644143003,28.1359644143003,28.1359644143003,35.5756843695032,61.3528575262254,34.2839271437776,220.523919033254,2511.37926624254,111.139459037932,101.047002729069,18.1125686729004,79.7795685659209,3.80676532896027,3.80676532896027,16.534430468727,20.0759436362195,22.7839078626582,52.0199960099472,465.536061844213,465.536061844213,465.536061844213,10.1631415703575,354.866389985995,354.866389985995,219.764761204381,219.764761204381,436.636707762782,6.58304628208286,49.5617205429843,12.1252575349684,103.904644873788,297.796153672735,19.7765045960677,403.386226630262,32.777286875816,32.777286875816
"11","G6PC3",56.216544586748,88.128009076345,96.7440560055965,92.9015579501014,102.046521113454,86.5673951250151,100.446994680747,43.725594530031,63.7248809242046,140.597352431445,140.790489742012,112.762949701376,132.529617823293,136.713754088915,186.265184568625,176.456370290595,124.878958031765,124.878958031765,179.998856786151,203.182799733382,47.8996380049838,47.8996380049838,193.620636295728,98.5621867663837,140.801627760543,220.36162724636,135.837356733448,73.3086267988391,73.3086267988391,116.070288710766,112.547800079082,136.786441054164,122.885399855196,139.459312199648,139.459312199648,139.459312199648,145.296262734968,147.134284012434,110.35680693854,141.807971730957,137.804343070076,137.247983135782,108.036087084496,110.821807909243,209.270576718957,69.0028506606589,69.0028506606589,86.562606571571,111.478363897292,122.712642690818,128.104203914572,119.785589173362,119.785589173362,119.785589173362,102.843938016741,167.413017083397,167.413017083397,133.079055262571,133.079055262571,112.850693314216,76.1855465711122,100.082436913684,127.595681604632,110.169483755884,160.066264803862,74.6844421534427,121.329234887131,125.255344587216,125.255344587216
"12","OSMR",17.4732726586113,114.321464493077,148.9269935501,170.577503871741,140.794813289289,150.737732356639,113.468208427726,13.1753721348729,48.5698326687645,87.69001646175,77.4247983602495,150.062313122507,44.5732122799322,161.727390827177,255.877805131035,93.4592898230493,36.7984345710214,36.7984345710214,35.9779334613507,44.3303108964461,24.878106560728,24.878106560728,28.0897829007797,26.7135064365766,46.5078498150053,111.180087563769,92.9082198973906,16.7443568029167,16.7443568029167,6.90476983900532,72.6259073155027,159.914474469151,96.7769787474994,38.1891115166701,38.1891115166701,38.1891115166701,58.893670581578,111.861081520292,108.571546829435,35.6905261063825,220.406267212432,9.47999546578754,110.07807859798,102.989345780421,162.854027912154,18.5945844914598,18.5945844914598,18.1213262722272,104.284227892889,75.7965511142806,60.7561785459688,6.2922391200015,6.2922391200015,6.2922391200015,42.1516847777083,133.058121393337,133.058121393337,187.67464552403,187.67464552403,106.327531850967,6.31876340214523,121.52721595472,138.987382633926,33.7499094654381,69.1229279120763,22.7510195149885,129.498201032954,20.9093028816367,20.9093028816367
